original	target	ner_tag
大业未融山隤奄及悼伤既切宜崇茂典	大业未融，山隤奄及，悼伤既切，宜崇茂典。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
王曰不知也	王曰：不知也。	[13, 3, 13, 13, 0]
秋七月壬寅柱国随国公杨忠薨	秋七月壬寅，柱国、随国公杨忠薨。	[13, 13, 13, 13, 2, 13, 8, 13, 13, 13, 13, 13, 0]
予曰惩劝之道人神一也	予曰：惩劝之道，人神一也。	[13, 3, 13, 13, 13, 2, 13, 13, 13, 0]
又北四百里曰乾山无草木其阳有金玉其阴有铁而无水	又北四百里，曰乾山，无草木，其阳有金玉，其阴有铁而无水。	[13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
四人年老矣皆以上嫚娒士故逃匿山中义不为汉臣	四人年老矣，皆以上嫚娒士，故逃匿山中，义不为汉臣。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
初侃长子鷟爲景所获执来城下示侃	初，侃长子鷟爲景所获，执来城下示侃。	[2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
起为云麾将军吴郡太守	起为云麾将军、吴郡太守。	[13, 13, 13, 13, 13, 8, 13, 13, 13, 0]
诏殿中尚书长孙真率骑五千自石济渡备玄谟遁走	诏殿中尚书长孙真率骑五千自石济渡，备玄谟遁走。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
二人每进见上辄为之起去则临轩送之	二人每进见，上辄为之起，去则临轩送之。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
帝命阇里毕与皇太弟国王分拨诸侯王城邑谕阇里毕曰汉人中若王宣抚者可任使之	帝命阇里毕与皇太弟国王分拨诸侯王城邑，谕阇里毕曰：汉人中若王宣抚者，可任使之。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
忆余二十年前同云峰自桃源来溯其外涧入未深穷其窟奥	忆余二十年前，同云峰自桃源来，溯其外涧入，未深穷其窟奥。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
建安三年袁绍复大攻瓚	建安三年，袁绍复大攻瓚。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
反间者因其敌间而用之	反间者，因其敌间而用之。	[13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
引铨有选人系百钱于靴带上	引铨，有选人系百钱于靴带上。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
主人柩东西面	主人柩东，西面。	[13, 13, 13, 2, 13, 0]
五年遣濙颁御制诸书并访仙人张邋遢遍行天下州郡乡邑隐察建文帝安在	五年遣濙颁御制诸书，并访仙人张邋遢，遍行天下州郡乡邑，隐察建文帝安在。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
于是空国入寇	于是空国入寇。	[13, 13, 13, 13, 13, 0]
朕自行礼九年置官三载正欲开导兆人致之礼教	朕自行礼九年，置官三载，正欲开导兆人，致之礼教。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
帝以媪前倨后恭诘之曰公贵不可言也	帝以媪前倨后恭，诘之，曰：公贵不可言也。	[13, 13, 13, 13, 13, 13, 2, 13, 2, 3, 13, 13, 13, 13, 13, 0]
好学有思理练悉朝典	好学，有思理，练悉朝典。	[13, 2, 13, 13, 2, 13, 13, 13, 0]
须臾复一出济受诏又射杀之六军大叫称快	须臾复一出，济受诏又射杀之，六军大叫称快。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
忿怒之人呴呼於人之旁口气喘射人之面虽勇如贲育气不害人使舒手而击举足而蹶则所击蹶无不破折	忿怒之人，呴呼於人之旁，口气喘射人之面，虽勇如贲、育，气不害人，使舒手而击，举足而蹶，则所击蹶无不破折。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 8, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
溍年始六十七不俟引年亟上纳禄侍亲之请绝江径归	溍年始六十七，不俟引年，亟上纳禄侍亲之请，绝江径归。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
陛下必欲委弃尘务则皇太子宜承正统	陛下必欲委弃尘务，则皇太子宜承正统。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
礼毕翰林官以诏书授礼部官礼部官奉诏书于承天门开读	礼毕，翰林官以诏书授礼部官，礼部官奉诏书于承天门开读。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
起知泉州告老加大学士致仕	起知泉州，告老，加大学士致仕。	[13, 13, 13, 2, 13, 2, 13, 13, 13, 13, 13, 0]
故吏侯文以刚直不苟合常称疾不肯仕宝以恩礼请文欲为布衣友日设酒食妻子相对	故吏侯文以刚直不苟合，常称疾不肯仕，宝以恩礼请文，欲为布衣友，日设酒食，妻子相对。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
南单于拔死弟休利立为去特若尸逐就单于	南单于拔死，弟休利立，为去特若尸逐就单于。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
壬戌以仁先为北院枢密使进封宋王加尚父耶律乙辛南院枢密使萧韩家奴殿前都点检封荆王	壬戌，以仁先为北院枢密使，进封宋王，加尚父，耶律乙辛南院枢密使，萧韩家奴殿前都点检，封荆王。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
琼池玉壑珠岫岑	琼池玉壑，珠岫岑。	[13, 13, 13, 2, 13, 13, 13, 0]
咸宁人道行遇盗迹之税使役也知县满朝荐捕得之	咸宁人道行遇盗，迹之，税使役也，知县满朝荐捕得之。	[13, 13, 13, 13, 13, 13, 2, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
于时缙绅之士咸往观听靡不咨嗟叹服而返	于时缙绅之士，咸往观听，靡不咨嗟叹服而返。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
源云乾曜大茔在缺门先人尚未启袝今请告归洛赴先远之期故来拜辞	源云：乾曜大茔在缺门，先人尚未启袝。今请告归洛。赴先远之期。故来拜辞。	[13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 0, 13, 13, 13, 13, 0, 13, 13, 13, 0]
道遇齐使者高陵君显曰公将见武信君乎	道遇齐使者高陵君显，曰：公将见武信君乎？	[13, 13, 13, 13, 13, 13, 13, 13, 2, 3, 13, 13, 13, 13, 13, 13, 9]
过白沙岭望西峰尖亘特甚折而东之是为北华山	过白沙岭，望西峰尖亘特甚，折而东之，是为北华山。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
帝不听	帝不听。	[13, 13, 0]
令尹子荡帅师伐吴师于豫章而次于乾谿	令尹子荡帅师伐吴，师于豫章，而次于乾谿。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 0]
是夜守吉柏津使密告魏王曰得绍琛文字令断吉柏浮梁	是夜，守吉柏津使密告魏王曰：得绍琛文字，令断吉柏浮梁。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
子乃衔妻孥怨假力于贼以相图吾见君头干通衢为百世笑奈何	子乃衔妻孥怨，假力于贼以相图，吾见君头干通衢，为百世笑，奈何？	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 9]
荣东攻章武王融战败于白牛还深遂退走趋定州	荣东攻章武王融，战败于白牛还。深遂退走，趋定州。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0, 13, 13, 13, 2, 13, 13, 0]
百姓欢言曰麈入东海第识者怪之	百姓欢言曰：麈入东海第，识者怪之。	[13, 13, 13, 13, 3, 13, 13, 13, 13, 2, 13, 13, 13, 0]
均之二策宁许以负秦	均之二策，宁许以负秦。	[13, 13, 13, 2, 13, 13, 13, 13, 0]
磨奴被刑为宦人	磨奴被刑为宦人。	[13, 13, 13, 13, 13, 13, 0]
周主虽善其言竟引军还	周主虽善其言，竟引军还。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
冬十月丁丑河决开封	冬十月丁丑，河决开封。	[13, 13, 13, 13, 2, 13, 13, 13, 0]
及归而夫妻併命焉	及归而夫妻併命焉。	[13, 13, 13, 13, 13, 13, 13, 0]
十一年进号冠军将军	十一年，进号冠军将军。	[13, 13, 2, 13, 13, 13, 13, 13, 0]
太皇太后使谒者仆射策诏之曰盖闻古者有司年至则致仕所以恭让而不尽其力也	太皇太后使谒者仆射策诏之曰：盖闻古者有司年至则致仕，所以恭让而不尽其力也。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
灵越与羊兰奋兵相击乾爱遣船迎之得免	灵越与羊兰奋兵相击，乾爱遣船迎之，得免。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 0]
以沿海经略副使合剌带领舟师南征升经略使兼左副都元帅佩虎符	以沿海经略副使合剌带领舟师南征，升经略使兼左副都元帅，佩虎符。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
帝崩杨廷和等定策迎兴世子	帝崩，杨廷和等定策迎兴世子。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
公卿百官卫士富者车帐仅容贫者穴居露处舆台皂隶不免困踣饥不得食寒不得衣一夫致疾染及众人夭伤无辜何异刃杀	公卿百官卫士，富者车帐仅容，贫者穴居露处，舆台皂隶，不免困踣，饥不得食，寒不得衣，一夫致疾，染及众人，夭伤无辜，何异刃杀。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
晋安帝隆安五年十一月襄阳言驺虞见于新野	晋安帝隆安五年十一月，襄阳言驺虞见于新野。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
自此冀之南汉之阴无陇断焉	自此，冀之南、汉之阴无陇断焉。	[13, 2, 13, 13, 8, 13, 13, 13, 13, 13, 13, 0]
初吕布劝王允尽杀董卓部曲允曰此辈无罪不可	初，吕布劝王允尽杀董卓部曲，允曰：此辈无罪，不可。	[2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 3, 13, 13, 13, 2, 13, 0]
祐移书所在依科品没入之	祐移书所在，依科品没入之。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
高祖迁都苌以代尹留镇	高祖迁都，苌以代尹留镇。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
既至因愿留采薪都不计其价与陈生约日五束陈曰吾辟谷无饭与餐	既至，因愿留采薪，都不计其价。与陈生约：日五束。陈曰：吾辟谷，无饭与餐。	[13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0, 13, 13, 13, 3, 13, 13, 0, 13, 3, 13, 13, 2, 13, 13, 13, 0]
子颢字子明袭	子颢，字子明，袭。	[13, 2, 13, 13, 2, 0]
其受息之萌九百余家	其受息之萌九百余家。	[13, 13, 13, 13, 13, 13, 13, 13, 0]
高祖闻之下诏曰天地之宝所贵曰生形魄之徒所重唯命	高祖闻之，下诏曰：天地之宝，所贵曰生，形魄之徒，所重唯命。	[13, 13, 13, 2, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
乃与世祖书曰	乃与世祖书曰：	[13, 13, 13, 13, 13, 3]
谅所言多不用因甚衔之	谅所言多不用，因甚衔之。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
各拔少子盛天平中侍中太尉公广平郡开国公	各拔少子盛，天平中、侍中、太尉公、广平郡开国公。	[13, 13, 13, 13, 2, 13, 13, 8, 13, 8, 13, 13, 8, 13, 13, 13, 13, 13, 0]
先是诏群臣各献诛吴元济可否之状	先是，诏群臣各献诛吴元济可否之状。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
沿及宣英流风未替	沿及宣、英，流风未替。	[13, 13, 8, 2, 13, 13, 13, 0]
可与为善不可与为恶是谓上智	可与为善，不可与为恶，是谓上智。	[13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
台登重更责失制不得过十日而复不酬答	台登重更责失制不得过十日，而复不酬答。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
时坊市剽掠者犹未止命左右神策将杨镇靳遂良等各将五百人分屯通衢击鼓以警之斩十馀人然后定	时坊市剽掠者犹未止，命左、右神策将杨镇、靳遂良等各将五百人分屯通衢，击鼓以警之，斩十馀人，然后定。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 8, 13, 13, 13, 13, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 0]
宫中四荣树其余曰害女功	宫中四荣，树其余曰害女功。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
壬午赦兗州管内彦超党与逃匿者期一月听自首前已伏诛者赦其亲戚	壬午，赦兗州管内，彦超党与逃匿者期一月听自首，前已伏诛者赦其亲戚。	[13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
如气乎云烟无异安得柱而折之	如气乎，云烟无异，安得柱而折之？	[13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 9]
岁乙卯入朝宪宗授金符权顺天万户	岁乙卯，入朝宪宗，授金符，权顺天万户。	[13, 13, 2, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 0]
使者至壬寅帝问重诲曰彦温安得此言	使者至，壬寅，帝问重诲曰：彦温安得此言？	[13, 13, 2, 13, 2, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 9]
昌言坐贬崇信军节度行军司马颍仗脊黥面流海岛禁锢终身	昌言坐贬崇信军节度行军司马，颍仗脊黥面，流海岛，禁锢终身。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 0]
魏文帝嗣位之始思享遐年以远字可嘉令扶帝升殿	魏文帝嗣位之始，思享遐年，以远字可嘉，令扶帝升殿。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
追封滕国公谥襄靖祔祭功臣庙	追封滕国公，谥襄靖，祔祭功臣庙。	[13, 13, 13, 13, 2, 13, 13, 2, 13, 13, 13, 13, 0]
尚书省议猛安依旧收赎谋克奏报其余钤辖都军巡尉先决奏闻俟事定复旧	尚书省议：猛安依旧收赎，谋克奏报，其余钤辖都军巡尉先决奏闻，俟事定复旧。	[13, 13, 13, 3, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
父休魏七兵尚书赠仆射	父休，魏七兵尚书，赠仆射。	[13, 2, 13, 13, 13, 13, 2, 13, 13, 0]
初张宾好读书阔达有大志常自比张子房	初，张宾好读书，阔达有大志，常自比张子房。	[2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
贾面对首论近日搢绅有所谓道学者大率假名以济伪愿考察其人摈弃勿用	贾面对，首论近日搢绅有所谓道学者，大率假名以济伪，愿考察其人，摈弃勿用。	[13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
求次没加大余六十九小余六十四满其法从大余无分为灭	求次没，加大余六十九，小余六十四，满其法从大余，无分为灭。	[13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
忾然太息偕弟渊耀入僧舍将自尽僧曰公未服官可无死	忾然太息，偕弟渊耀入僧舍，将自尽。僧曰：公未服官，可无死。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0, 13, 3, 13, 13, 13, 2, 13, 13, 0]
毛玠清公素履司马芝忠亮不倾庶乎不吐刚茹柔	毛玠清公素履，司马芝忠亮不倾，庶乎不吐刚茹柔。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
昆明池刻石为鲸鱼每至雷雨鱼常鸣吼伷尾皆动	昆明池，刻石为鲸鱼，每至雷雨，鱼常鸣吼，伷尾皆动。	[13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
可久冤楚相萦殆将溘尽命丝未绝洛尹改更则衔血赍冤于新政亦不能辨	可久冤楚相萦，殆将溘尽，命丝未绝，洛尹改更，则衔血赍冤于新政，亦不能辨。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
轨惭而止	轨惭而止。	[13, 13, 13, 0]
昔之所虑犹在秋今之所虑者祗在旦夕	昔之所虑犹在秋，今之所虑者祗在旦夕。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 0]
竟杀之	竟杀之。	[13, 13, 0]
遇梁室丧乱随二亲还乡里	遇梁室丧乱，随二亲还乡里。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
巡抚广东地方兼赞理军务一员	巡抚广东地方兼赞理军务一员。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
神不淫于外则身全	神不淫于外，则身全。	[13, 13, 13, 13, 2, 13, 13, 0]
癸酉贬刘奉世为隰州团练副使郴州安置	癸酉，贬刘奉世为隰州团练副使、郴州安置。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 8, 13, 13, 13, 0]
乃槛送石间	乃槛送石间。	[13, 13, 13, 13, 0]
何谢于是递起义端深极理致宪与往复数番酬对闲敏	何、谢于是递起义端，深极理致，宪与往复数番，酬对闲敏。	[8, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
惠帝为皇太孙时尝坐东角门谓子澄曰诸王尊属拥重兵多不法奈何	惠帝为皇太孙时，尝坐东角门谓子澄曰：诸王尊属拥重兵，多不法，奈何？	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 3, 13, 13, 13, 13, 13, 13, 2, 13, 13, 2, 13, 9]
十五年八月丁巳朔日有食之	十五年八月丁巳朔，日有食之。	[13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
臣约诚惶诚恐顿首顿首死罪死罪	臣约诚惶诚恐，顿首顿首！死罪死罪！	[13, 13, 13, 13, 13, 2, 13, 13, 13, 12, 13, 13, 13, 12]
亦或谓是水为本东与右水合	亦或谓是水为本，东与右水合。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
壬午以秦熺知枢密院事	壬午，以秦熺知枢密院事。	[13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
又问曰功无大小德无多少人须仰恃赖之者则为美矣	又问曰：功无大小，德无多少，人须仰恃赖之者，则为美矣。	[13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
见一少女子独行文合问曰子类衣冠何乃徒步	见一少女子独行，文合问曰：子类衣冠，何乃徒步？	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 3, 13, 13, 13, 2, 13, 13, 13, 9]
烝哉孝皇齐圣广渊	烝哉孝皇，齐圣广渊。	[13, 13, 13, 2, 13, 13, 13, 0]
还为光禄大夫转太仆卿	还，为光禄大夫，转太仆卿。	[2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
寻尚太祖女永富公主	寻尚太祖女永富公主。	[13, 13, 13, 13, 13, 13, 13, 13, 0]
若邪鬼血食作祟祸者便带此符以传敕吏遣其鬼	若邪鬼血食作祟祸者，便带此符，以传敕吏，遣其鬼。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 0]
凤翔有王超北梦琐言唐末凤翔判官王超推奉李茂贞挟曹马之势笺奏文檄恣意翱翔后为兴元留后遇害有凤鸣集三十卷行于世钱塘有罗隐魏博有李山甫皆有文称与袭吉齐名于时	凤翔有王超，《北梦琐言》：唐末，凤翔判官王超，推奉李茂贞，挟曹、马之势，笺奏文檄，恣意翱翔。后为兴元留后，遇害，有《凤鸣集》三十卷行于世。钱塘有罗隐，魏博有李山甫，皆有文称，与袭吉齐名于时。	[13, 13, 13, 13, 2, 13, 13, 13, 11, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 8, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0, 13, 13, 13, 13, 13, 2, 13, 2, 10, 13, 13, 11, 13, 13, 13, 13, 13, 0, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
朕故建立东京躬亲存问	朕故建立东京，躬亲存问。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
林甫深以温为能擢户部郎中常带御史	林甫深以温为能，擢户部郎中，常带御史。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 0]
后东平刘桢梦蛇四足穴居门中使宣占之宣曰此为国梦非君家之事也	后东平刘桢梦蛇四足，穴居门中，使宣占之，宣曰：此为国梦，非君家之事也。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 3, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
子履行贞观初历祠部郎中	子履行，贞观初历祠部郎中。	[13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 0]
水涸不通舰其夜暴长众军乘流齐进鼓噪攻之贼俄而大溃子阳等窜走众尽溺于江	水涸不通舰，其夜暴长，众军乘流齐进，鼓噪攻之，贼俄而大溃，子阳等窜走，众尽溺于江。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 13, 0]
丙申斩李世臣	丙申，斩李世臣。	[13, 2, 13, 13, 13, 0]
或与世同尘随波澜以俱逝或违时矫俗望江湖而独往	或与世同尘，随波澜以俱逝；或违时矫俗，望江湖而独往。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
割楚而益梁亏楚而適秦嫁祸安国此善事也	割楚而益梁，亏楚而適秦，嫁祸安国，此善事也。	[13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
乾统元年由乌古敌烈部屯田太保为易州刺史	乾统元年，由乌古敌烈部屯田太保为易州刺史。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 0]
大雅云既明且哲以保其身	《大雅》云：既明且哲，以保其身。	[13, 11, 3, 13, 13, 13, 2, 13, 13, 13, 0]
二人乃泣诉于帝谓内阁实主之	二人乃泣诉于帝，谓内阁实主之。	[13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 0]
后庐江贼迸入弋阳界堂勒兵追讨即便奔散而商汤犹因此风州奏堂在任无警免归家	后庐江贼迸入弋阳界，堂勒兵追讨，即便奔散，而商、汤犹因此风州奏堂在任无警，免归家。	[13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 8, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 0]
遂遣步骑六百送凌西诣京师凌试索棺钉以观懿意懿命给之	遂遣步骑六百送凌西诣京师，凌试索棺钉以观懿意，懿命给之。	[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
巡方得人则吏治清民生遂	巡方得人，则吏治清，民生遂。	[13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 0]
汾水又南即洞过水会者也	汾水又南，即洞过水会者也。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 0]
庚寅诏诸遇正旦重午冬至别表贺东宫	庚寅，诏诸遇正旦、重午、冬至，别表贺东宫。	[13, 2, 13, 13, 13, 13, 8, 13, 8, 13, 2, 13, 13, 13, 13, 0]
臣早蒙殊养志输肝血徒有其诚曾阙埃露	臣早蒙殊养，志输肝血，徒有其诚，曾阙埃露。	[13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
略施行之	略施行之。	[13, 13, 13, 0]
停鹿浑谷六日诸将犹不集贼已远遁追至石水不及而还	停鹿浑谷六日，诸将犹不集，贼已远遁，追至石水，不及而还。	[13, 13, 13, 13, 13, 2, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 0]
始军出时关东群盗妻子徙边者随军为卒妻妇大匿车中	始军出时，关东群盗妻子徙边者随军为卒妻妇，大匿车中。	[13, 13, 13, 2, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 0]
